,effectivity,deep sleep,quality sleep,time asleep,time awake,exercise,set #,reps,weight,bodyweight,date
1321,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,good mornings,1.0,16.0,65.0,81.65666666666668,2022-06-27
1322,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,good mornings,2.0,14.0,65.0,81.65666666666668,2022-06-27
1323,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,good mornings,3.0,14.0,65.0,81.65666666666668,2022-06-27
1324,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,hamstring curls,1.0,13.0,10.0,81.65666666666668,2022-06-27
1325,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,hamstring curls,2.0,11.0,10.0,81.65666666666668,2022-06-27
1326,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,hamstring curls,3.0,11.0,10.0,81.65666666666668,2022-06-27
1327,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,reverse nordics,1.0,11.0,0.0,81.65666666666668,2022-06-27
1328,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,reverse nordics,2.0,9.0,0.0,81.65666666666668,2022-06-27
1329,"93,8",11839000000000.0,20428000000000.0,25500000000000.0,1680000000000.0,reverse nordics,3.0,8.0,0.0,81.65666666666668,2022-06-27
1331,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,dips,1.0,10.0,0.0,81.35499999999999,2022-06-29
1332,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,dips,2.0,8.0,0.0,81.35499999999999,2022-06-29
1333,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,dips,3.0,7.0,0.0,81.35499999999999,2022-06-29
1334,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,one arm lat pulldown,1.0,8.0,30.0,81.35499999999999,2022-06-29
1335,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,one arm lat pulldown,2.0,12.0,25.0,81.35499999999999,2022-06-29
1336,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,one arm lat pulldown,3.0,11.0,25.0,81.35499999999999,2022-06-29
1337,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,push ups,1.0,5.0,22.5,81.35499999999999,2022-06-29
1338,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,push ups,2.0,6.0,20.0,81.35499999999999,2022-06-29
1339,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,push ups,3.0,5.0,20.0,81.35499999999999,2022-06-29
1340,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,push ups,4.0,5.0,17.5,81.35499999999999,2022-06-29
1341,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,inverted rows,1.0,15.0,0.0,81.35499999999999,2022-06-29
1342,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,inverted rows,2.0,13.0,0.0,81.35499999999999,2022-06-29
1343,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,inverted rows,3.0,12.0,0.0,81.35499999999999,2022-06-29
1344,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,side lateral,1.0,14.0,5.0,81.35499999999999,2022-06-29
1345,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,side lateral,2.0,12.0,5.0,81.35499999999999,2022-06-29
1346,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,side lateral,3.0,11.0,0.0,81.35499999999999,2022-06-29
1347,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,tricep extensions,1.0,15.0,0.0,81.35499999999999,2022-06-29
1348,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,tricep extensions,2.0,14.0,0.0,81.35499999999999,2022-06-29
1349,"97,4",10880000000000.0,18562000000000.0,24480000000000.0,660000000000.0,tricep extensions,3.0,11.0,0.0,81.35499999999999,2022-06-29
1351,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,atg heel elevated squat,1.0,10.0,30.0,81.63,2022-07-01
1352,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,atg heel elevated squat,2.0,10.0,30.0,81.63,2022-07-01
1353,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,atg heel elevated squat,3.0,10.0,30.0,81.63,2022-07-01
1354,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,hamstring curls,1.0,6.0,15.0,81.63,2022-07-01
1355,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,hamstring curls,2.0,10.0,10.0,81.63,2022-07-01
1356,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,hamstring curls,3.0,10.0,10.0,81.63,2022-07-01
1357,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,squat (pin),1.0,6.0,85.0,81.63,2022-07-01
1358,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,squat (pin),2.0,6.0,85.0,81.63,2022-07-01
1359,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,squat (pin),3.0,5.0,85.0,81.63,2022-07-01
1360,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,sumo dl,1.0,5.0,125.0,81.63,2022-07-01
1361,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,sumo dl,2.0,5.0,120.0,81.63,2022-07-01
1362,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,sumo dl,3.0,2.0,120.0,81.63,2022-07-01
1363,"97,9",12925000000000.0,23903000000000.0,28620000000000.0,600000000000.0,sumo dl,4.0,8.0,110.0,81.63,2022-07-01
1365,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,db curls,1.0,7.0,17.0,81.60666666666667,2022-07-03
1366,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,db curls,2.0,6.0,17.0,81.60666666666667,2022-07-03
1367,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,db curls,3.0,9.0,14.5,81.60666666666667,2022-07-03
1368,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,inverted delt rows,1.0,16.0,0.0,81.60666666666667,2022-07-03
1369,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,inverted delt rows,2.0,13.0,0.0,81.60666666666667,2022-07-03
1370,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,inverted delt rows,3.0,12.0,0.0,81.60666666666667,2022-07-03
1371,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,overhead press,1.0,5.0,42.5,81.60666666666667,2022-07-03
1372,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,overhead press,2.0,6.0,40.0,81.60666666666667,2022-07-03
1373,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,overhead press,3.0,5.0,40.0,81.60666666666667,2022-07-03
1374,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,push ups,1.0,5.0,22.5,81.60666666666667,2022-07-03
1375,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,push ups,2.0,5.0,20.0,81.60666666666667,2022-07-03
1376,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,push ups,3.0,5.0,20.0,81.60666666666667,2022-07-03
1377,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,push ups,4.0,6.0,17.5,81.60666666666667,2022-07-03
1378,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,straight arm pulldown,1.0,9.0,10.0,81.60666666666667,2022-07-03
1379,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,straight arm pulldown,2.0,8.0,10.0,81.60666666666667,2022-07-03
1380,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,straight arm pulldown,3.0,16.0,5.0,81.60666666666667,2022-07-03
1381,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,pull ups,1.0,6.0,15.0,81.60666666666667,2022-07-03
1382,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,pull ups,2.0,5.0,15.0,81.60666666666667,2022-07-03
1383,"90,9",7289000000000.0,17415000000000.0,24600000000000.0,2460000000000.0,pull ups,3.0,6.0,12.5,81.60666666666667,2022-07-03
1388,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,squats,1.0,5.0,90.0,81.945,2022-07-08
1389,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,squats,2.0,5.0,90.0,81.945,2022-07-08
1390,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,squats,3.0,5.0,90.0,81.945,2022-07-08
1391,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,squats,4.0,5.0,90.0,81.945,2022-07-08
1392,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,hyperextensions,1.0,16.0,44.0,81.945,2022-07-08
1393,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,hyperextensions,2.0,14.0,44.0,81.945,2022-07-08
1394,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,hyperextensions,3.0,10.0,44.0,81.945,2022-07-08
1395,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,hamstring curls,1.0,10.0,10.0,81.945,2022-07-08
1396,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,hamstring curls,2.0,8.0,10.0,81.945,2022-07-08
1397,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,hamstring curls,3.0,7.0,10.0,81.945,2022-07-08
1398,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,reverse nordics,1.0,10.0,0.0,81.945,2022-07-08
1399,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,reverse nordics,2.0,10.0,0.0,81.945,2022-07-08
1400,"100,0",10100000000000.0,23228000000000.0,30300000000000.0,0.0,reverse nordics,3.0,10.0,0.0,81.945,2022-07-08
1402,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,dips,1.0,11.0,0.0,80.9,2022-07-10
1403,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,dips,2.0,6.0,0.0,80.9,2022-07-10
1404,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,dips,3.0,5.0,0.0,80.9,2022-07-10
1405,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,one arm lat pulldown,1.0,9.0,30.0,80.9,2022-07-10
1406,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,one arm lat pulldown,2.0,9.0,30.0,80.9,2022-07-10
1407,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,one arm lat pulldown,3.0,8.0,30.0,80.9,2022-07-10
1408,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,push ups,1.0,6.0,22.5,80.9,2022-07-10
1409,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,push ups,2.0,5.0,22.5,80.9,2022-07-10
1410,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,push ups,3.0,5.0,20.0,80.9,2022-07-10
1411,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,push ups,4.0,5.0,17.5,80.9,2022-07-10
1412,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,side lateral,1.0,12.0,5.0,80.9,2022-07-10
1413,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,side lateral,2.0,10.0,5.0,80.9,2022-07-10
1414,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,side lateral,3.0,8.0,5.0,80.9,2022-07-10
1415,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,tricep extensions,1.0,10.0,0.0,80.9,2022-07-10
1416,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,tricep extensions,2.0,9.0,0.0,80.9,2022-07-10
1417,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,tricep extensions,3.0,7.0,0.0,80.9,2022-07-10
1418,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,inverted rows,1.0,14.0,0.0,80.9,2022-07-10
1419,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,inverted rows,2.0,10.0,0.0,80.9,2022-07-10
1420,"94,7",16875000000000.0,24921000000000.0,30000000000000.0,1680000000000.0,inverted rows,3.0,9.0,0.0,80.9,2022-07-10
1422,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,atg split squats,1.0,17.0,0.0,81.86,2022-07-12
1423,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,atg split squats,2.0,20.0,0.0,81.86,2022-07-12
1424,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,atg split squats,3.0,18.0,0.0,81.86,2022-07-12
1425,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,hamstring curls,1.0,6.0,15.0,81.86,2022-07-12
1426,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,hamstring curls,2.0,9.0,10.0,81.86,2022-07-12
1427,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,hamstring curls,3.0,9.0,10.0,81.86,2022-07-12
1428,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,squat (pause),1.0,6.0,70.0,81.86,2022-07-12
1429,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,squat (pause),2.0,6.0,70.0,81.86,2022-07-12
1430,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,squat (pause),3.0,6.0,70.0,81.86,2022-07-12
1431,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,sumo dl,1.0,5.0,125.0,81.86,2022-07-12
1432,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,sumo dl,2.0,5.0,125.0,81.86,2022-07-12
1433,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,sumo dl,3.0,6.0,120.0,81.86,2022-07-12
1434,"91,5",8118000000000.0,18632000000000.0,27060000000000.0,2520000000000.0,sumo dl,4.0,5.0,120.0,81.86,2022-07-12
1436,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,db curls,1.0,8.0,17.0,82.09,2022-07-14
1437,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,db curls,2.0,7.0,17.0,82.09,2022-07-14
1438,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,db curls,3.0,9.0,14.5,82.09,2022-07-14
1439,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,inverted delt rows,1.0,14.0,0.0,82.09,2022-07-14
1440,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,inverted delt rows,2.0,13.0,0.0,82.09,2022-07-14
1441,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,inverted delt rows,3.0,13.0,0.0,82.09,2022-07-14
1442,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,overhead press,1.0,5.0,42.5,82.09,2022-07-14
1443,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,overhead press,2.0,5.0,42.5,82.09,2022-07-14
1444,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,overhead press,3.0,6.0,40.0,82.09,2022-07-14
1445,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,ring push ups,1.0,7.0,0.0,82.09,2022-07-14
1446,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,ring push ups,2.0,5.0,0.0,82.09,2022-07-14
1447,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,ring push ups,3.0,4.0,0.0,82.09,2022-07-14
1448,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,ring push ups,4.0,4.0,0.0,82.09,2022-07-14
1449,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,straight arm pulldown,1.0,9.0,10.0,82.09,2022-07-14
1450,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,straight arm pulldown,2.0,8.0,10.0,82.09,2022-07-14
1451,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,straight arm pulldown,3.0,16.0,5.0,82.09,2022-07-14
1452,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,pull ups,1.0,6.0,15.0,82.09,2022-07-14
1453,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,pull ups,2.0,5.0,15.0,82.09,2022-07-14
1454,"100,0",11990000000000.0,24937000000000.0,32280000000000.0,0.0,pull ups,3.0,6.0,12.5,82.09,2022-07-14
1456,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,squats,1.0,5.0,95.0,81.23,2022-07-16
1457,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,squats,2.0,5.0,90.0,81.23,2022-07-16
1458,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,squats,3.0,5.0,90.0,81.23,2022-07-16
1459,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,squats,4.0,5.0,90.0,81.23,2022-07-16
1460,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,hyperextensions,1.0,16.0,44.0,81.23,2022-07-16
1461,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,hyperextensions,2.0,14.0,44.0,81.23,2022-07-16
1462,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,hyperextensions,3.0,11.0,44.0,81.23,2022-07-16
1463,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,hamstring curls,1.0,11.0,10.0,81.23,2022-07-16
1464,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,hamstring curls,2.0,9.0,10.0,81.23,2022-07-16
1465,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,hamstring curls,3.0,8.0,10.0,81.23,2022-07-16
1466,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,reverse nordics,1.0,9.0,0.0,81.23,2022-07-16
1467,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,reverse nordics,2.0,9.0,0.0,81.23,2022-07-16
1468,"89,9",12060000000000.0,17914000000000.0,24120000000000.0,2700000000000.0,reverse nordics,3.0,8.0,0.0,81.23,2022-07-16
1470,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,dips,1.0,11.0,0.0,80.05,2022-07-18
1471,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,dips,2.0,6.0,0.0,80.05,2022-07-18
1472,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,dips,3.0,6.0,0.0,80.05,2022-07-18
1473,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,one arm lat pulldown,1.0,10.0,30.0,80.05,2022-07-18
1474,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,one arm lat pulldown,2.0,9.0,30.0,80.05,2022-07-18
1475,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,one arm lat pulldown,3.0,9.0,30.0,80.05,2022-07-18
1476,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,push ups,1.0,6.0,22.5,80.05,2022-07-18
1477,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,push ups,2.0,5.0,22.5,80.05,2022-07-18
1478,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,push ups,3.0,6.0,20.0,80.05,2022-07-18
1479,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,push ups,4.0,5.0,20.0,80.05,2022-07-18
1480,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,side lateral,1.0,13.0,5.0,80.05,2022-07-18
1481,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,side lateral,2.0,12.0,5.0,80.05,2022-07-18
1482,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,side lateral,3.0,10.0,5.0,80.05,2022-07-18
1483,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,tricep extensions,1.0,12.0,0.0,80.05,2022-07-18
1484,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,tricep extensions,2.0,9.0,0.0,80.05,2022-07-18
1485,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,tricep extensions,3.0,7.0,0.0,80.05,2022-07-18
1486,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,inverted rows,1.0,14.0,0.0,80.05,2022-07-18
1487,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,inverted rows,2.0,11.0,0.0,80.05,2022-07-18
1488,"100,0",12625000000000.0,23986000000000.0,29760000000000.0,0.0,inverted rows,3.0,9.0,0.0,80.05,2022-07-18
1490,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,atg split squats,1.0,24.0,0.0,81.4,2022-07-20
1491,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,atg split squats,2.0,20.0,0.0,81.4,2022-07-20
1492,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,atg split squats,3.0,18.0,0.0,81.4,2022-07-20
1493,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,hamstring curls,1.0,12.0,10.0,81.4,2022-07-20
1494,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,hamstring curls,2.0,11.0,10.0,81.4,2022-07-20
1495,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,hamstring curls,3.0,10.0,10.0,81.4,2022-07-20
1496,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,squat (pause),1.0,5.0,80.0,81.4,2022-07-20
1497,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,squat (pause),2.0,5.0,80.0,81.4,2022-07-20
1498,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,squat (pause),3.0,5.0,80.0,81.4,2022-07-20
1499,"94,9",9708000000000.0,16748000000000.0,21180000000000.0,1140000000000.0,sumo dl,1.0,5.0,127.5,81.4,2022-07-20
