year,month,day,effectivity,deep sleep,quality sleep,time asleep,time awake
2022,11,17,"89,7",11811000000000.0,22296000000000.0,31800000000000.0,3660000000000.0
2022,11,18,"100,0",8978000000000.0,16594000000000.0,24240000000000.0,0.0
2022,11,19,"91,4",11784000000000.0,21146000000000.0,25380000000000.0,2400000000000.0
2022,11,20,"94,8",8768000000000.0,19067000000000.0,27180000000000.0,1500000000000.0
2022,11,21,"92,2",9941000000000.0,20433000000000.0,28920000000000.0,2460000000000.0
2022,11,22,"94,4",11118000000000.0,22199000000000.0,31500000000000.0,1860000000000.0
2022,11,23,"86,0",10745000000000.0,17118000000000.0,23280000000000.0,3780000000000.0
2022,11,24,"97,2",8505000000000.0,17350000000000.0,22680000000000.0,660000000000.0
2022,11,25,"90,1",13151000000000.0,23978000000000.0,30060000000000.0,3300000000000.0
2022,11,26,"98,6",10322000000000.0,21878000000000.0,27870000000000.0,390000000000.0
2022,11,27,"100,8",11793000000000.0,23670000000000.0,32430000000000.0,270000000000.0
2022,11,28,"99,1",11160000000000.0,20017000000000.0,27900000000000.0,240000000000.0
2022,11,29,"103,2",11007000000000.0,20976000000000.0,31020000000000.0,960000000000.0
2022,11,30,"98,7",13897000000000.0,22334000000000.0,31500000000000.0,420000000000.0
2022,12,1,"93,0",9677000000000.0,19364000000000.0,29910000000000.0,2250000000000.0
2022,12,2,"91,7",10725000000000.0,20331000000000.0,31200000000000.0,2820000000000.0
2022,12,3,"94,6",8865000000000.0,19615000000000.0,27480000000000.0,1560000000000.0
2022,12,4,"99,0",10836000000000.0,17666000000000.0,27090000000000.0,270000000000.0
2022,12,5,"97,8",11995000000000.0,21737000000000.0,30450000000000.0,690000000000.0
2022,12,6,"101,0",9418000000000.0,18292000000000.0,26370000000000.0,270000000000.0
2022,12,7,"100,7",9455000000000.0,17315000000000.0,27420000000000.0,180000000000.0
2022,12,8,"99,2",8100000000000.0,22693000000000.0,30600000000000.0,240000000000.0
2022,12,9,"94,7",7208000000000.0,18324000000000.0,26130000000000.0,1470000000000.0
2022,12,10,"99,1",8353000000000.0,19145000000000.0,28770000000000.0,270000000000.0
2022,12,11,"96,4",9911000000000.0,20174000000000.0,27930000000000.0,1050000000000.0
2022,12,12,"99,2",13006000000000.0,20811000000000.0,28800000000000.0,240000000000.0
2022,12,13,"96,8",10340000000000.0,21527000000000.0,31020000000000.0,1020000000000.0
2022,12,14,"97,2",12632000000000.0,23392000000000.0,34980000000000.0,1020000000000.0
2022,12,15,"94,8",10041000000000.0,21948000000000.0,32130000000000.0,1770000000000.0
2022,12,16,"96,3",8353000000000.0,19691000000000.0,28770000000000.0,1110000000000.0
2022,12,17,"97,2",4969000000000.0,19701000000000.0,31800000000000.0,900000000000.0
2022,12,18,"98,4",7539000000000.0,16499000000000.0,27330000000000.0,450000000000.0
2022,12,19,"93,0",16189000000000.0,25226000000000.0,33330000000000.0,2490000000000.0
2022,12,20,"95,9",13408000000000.0,24915000000000.0,34860000000000.0,1500000000000.0
2022,12,21,"94,6",8190000000000.0,20412000000000.0,27300000000000.0,1560000000000.0
2022,12,22,"93,2",7432000000000.0,19653000000000.0,26940000000000.0,1980000000000.0
2022,12,23,"95,3",12038000000000.0,19707000000000.0,27780000000000.0,1380000000000.0
2022,12,24,"97,2",11844000000000.0,19807000000000.0,24600000000000.0,720000000000.0
2022,12,25,"93,8",11464000000000.0,18964000000000.0,29100000000000.0,1920000000000.0
2022,12,26,"94,8",11640000000000.0,23773000000000.0,34920000000000.0,1920000000000.0
2022,12,27,"95,9",10002000000000.0,16767000000000.0,23640000000000.0,1020000000000.0
2022,12,28,"90,2",10514000000000.0,22958000000000.0,27720000000000.0,3000000000000.0
2022,12,29,"95,9",13109000000000.0,23403000000000.0,30900000000000.0,1320000000000.0
2022,12,30,"98,0",10974000000000.0,21394000000000.0,28350000000000.0,570000000000.0
2022,12,31,"87,3",7478000000000.0,21122000000000.0,29910000000000.0,4350000000000.0
2023,1,1,"97,3",7096000000000.0,18770000000000.0,26610000000000.0,750000000000.0
2023,1,2,"98,0",15329000000000.0,23444000000000.0,31560000000000.0,660000000000.0
2023,1,3,"97,0",12944000000000.0,23770000000000.0,30510000000000.0,930000000000.0
2023,1,4,"99,2",13575000000000.0,23357000000000.0,30060000000000.0,240000000000.0
